日付,カテゴリ,売上金額,注文件数,客単価
2023-10-12,日用品,41537,8,5192
2023-10-13,ファッション,131277,31,4234
2023-10-13,食品,65196,8,8149
2023-10-13,家電,45664,8,5708
2023-10-13,美容・コスメ,41625,13,3201
2023-10-13,日用品,28864,7,4123
2023-10-14,ファッション,190329,43,4426
2023-10-14,食品,132108,22,6004
2023-10-14,家電,75033,12,6252
2023-10-14,美容・コスメ,65651,9,7294
2023-10-14,日用品,45213,9,5023
2023-10-15,ファッション,192887,24,8036
2023-10-15,食品,128495,25,5139
2023-10-15,家電,91121,16,5695
2023-10-15,美容・コスメ,64904,16,4056
2023-10-15,日用品,54843,13,4218
2023-10-16,ファッション,107872,14,7705
2023-10-16,食品,65939,19,3470
2023-10-16,家電,44484,5,8896
2023-10-16,美容・コスメ,50207,9,5578
2023-10-16,日用品,47461,6,7910
2023-10-17,ファッション,107917,16,6744
2023-10-17,食品,93013,14,6643
2023-10-17,家電,47457,6,7909
2023-10-17,美容・コスメ,51172,11,4652
2023-10-17,日用品,38205,11,3473
2023-10-18,ファッション,93206,13,7169
2023-10-18,食品,56000,11,5090
2023-10-18,家電,60810,18,3378
2023-10-18,美容・コスメ,64192,15,4279
2023-10-18,日用品,35300,7,5042
2023-10-19,ファッション,100589,33,3048
2023-10-19,食品,91008,11,8273
2023-10-19,家電,50074,7,7153
2023-10-19,美容・コスメ,57256,7,8179
2023-10-19,日用品,38143,8,4767
2023-10-20,ファッション,107421,16,6713
2023-10-20,食品,95205,24,3966
2023-10-20,家電,55353,7,7907
2023-10-20,美容・コスメ,59200,7,8457
2023-10-20,日用品,46101,9,5122
2023-10-21,ファッション,164483,26,6326
2023-10-21,食品,77695,13,5976
2023-10-21,家電,87796,22,3990
2023-10-21,美容・コスメ,75944,12,6328
2023-10-21,日用品,66109,20,3305
2023-10-22,ファッション,134034,22,6092
2023-10-22,食品,91305,13,7023
2023-10-22,家電,90121,25,3604
2023-10-22,美容・コスメ,65540,11,5958
2023-10-22,日用品,47921,6,7986
2023-10-23,ファッション,143580,22,6526
2023-10-23,食品,90287,17,5311
2023-10-23,家電,75155,11,6832
2023-10-23,美容・コスメ,56869,7,8124
2023-10-23,日用品,34577,4,8644
2023-10-24,ファッション,98057,20,4902
2023-10-24,食品,72109,9,8012
2023-10-24,家電,72835,11,6621
2023-10-24,美容・コスメ,56811,9,6312
2023-10-24,日用品,50730,9,5636
2023-10-25,ファッション,111397,29,3841
2023-10-25,食品,93737,14,6695
2023-10-25,家電,55836,17,3284
2023-10-25,美容・コスメ,60169,19,3166
2023-10-25,日用品,44888,5,8977
2023-10-26,ファッション,115511,27,4278
2023-10-26,食品,89833,12,7486
2023-10-26,家電,61671,7,8810
2023-10-26,美容・コスメ,36550,6,6091
2023-10-26,日用品,45242,6,7540
2023-10-27,ファッション,96906,13,7454
2023-10-27,食品,82529,16,5158
2023-10-27,家電,46741,6,7790
2023-10-27,美容・コスメ,39718,8,4964
2023-10-27,日用品,34961,4,8740
2023-10-28,ファッション,172165,24,7173
2023-10-28,食品,88429,14,6316
2023-10-28,家電,81357,11,7396
2023-10-28,美容・コスメ,80837,26,3109
2023-10-28,日用品,57429,17,3378
2023-10-29,ファッション,160573,36,4460
2023-10-29,食品,91942,19,4839
2023-10-29,家電,83676,17,4922
2023-10-29,美容・コスメ,74075,14,5291
2023-10-29,日用品,38532,5,7706
2023-10-30,ファッション,104574,20,5228
2023-10-30,食品,88901,19,4679
2023-10-30,家電,44037,9,4893
2023-10-30,美容・コスメ,63333,10,6333
2023-10-30,日用品,44115,7,6302
2023-10-31,ファッション,98327,19,5175
2023-10-31,食品,92045,26,3540
2023-10-31,家電,52002,11,4727
2023-10-31,美容・コスメ,47960,6,7993
2023-10-31,日用品,29620,5,5924
2023-11-01,ファッション,116297,14,8306
2023-11-01,食品,73726,14,5266
2023-11-01,家電,82276,12,6856
2023-11-01,美容・コスメ,57218,12,4768
2023-11-01,日用品,45051,10,4505
2023-11-02,ファッション,118540,21,5644
2023-11-02,食品,82667,18,4592
2023-11-02,家電,78771,10,7877
2023-11-02,美容・コスメ,63730,18,3540
2023-11-02,日用品,35776,4,8944
2023-11-03,ファッション,126485,36,3513
2023-11-03,食品,101704,16,6356
2023-11-03,家電,78415,18,4356
2023-11-03,美容・コスメ,42543,5,8508
2023-11-03,日用品,40825,6,6804
2023-11-04,ファッション,210408,34,6188
2023-11-04,食品,110790,25,4431
2023-11-04,家電,99085,13,7621
2023-11-04,美容・コスメ,98907,28,3532
2023-11-04,日用品,49476,6,8246
2023-11-05,ファッション,213767,28,7634
2023-11-05,食品,102533,17,6031
2023-11-05,家電,104895,16,6555
2023-11-05,美容・コスメ,73701,23,3204
2023-11-05,日用品,65504,15,4366
2023-11-06,ファッション,139701,17,8217
2023-11-06,食品,90184,12,7515
2023-11-06,家電,58544,9,6504
2023-11-06,美容・コスメ,77172,21,3674
2023-11-06,日用品,33839,6,5639
2023-11-07,ファッション,108802,16,6800
2023-11-07,食品,119878,23,5212
2023-11-07,家電,61576,11,5597
2023-11-07,美容・コスメ,68044,22,3092
2023-11-07,日用品,50576,8,6322
2023-11-08,ファッション,155896,37,4213
2023-11-08,食品,108329,31,3494
2023-11-08,家電,59008,7,8429
2023-11-08,美容・コスメ,68594,22,3117
2023-11-08,日用品,40753,10,4075
2023-11-09,ファッション,124197,29,4282
2023-11-09,食品,70801,13,5446
2023-11-09,家電,82054,13,6311
2023-11-09,美容・コスメ,66223,19,3485
2023-11-09,日用品,61002,8,7625
2023-11-10,ファッション,170359,23,7406
2023-11-10,食品,120924,21,5758
2023-11-10,家電,59052,9,6561
2023-11-10,美容・コスメ,68743,10,6874
2023-11-10,日用品,48617,14,3472
2023-11-11,ファッション,172723,22,7851
2023-11-11,食品,131123,23,5701
2023-11-11,家電,80618,16,5038
2023-11-11,美容・コスメ,96502,15,6433
2023-11-11,日用品,73159,13,5627
2023-11-12,ファッション,201829,47,4294
2023-11-12,食品,140184,27,5192
2023-11-12,家電,90373,14,6455
2023-11-12,美容・コスメ,98417,29,3393
2023-11-12,日用品,74558,16,4659
2023-11-13,ファッション,139154,44,3162
2023-11-13,食品,84540,15,5636
2023-11-13,家電,52826,9,5869
2023-11-13,美容・コスメ,75375,21,3589
2023-11-13,日用品,55615,11,5055
2023-11-14,ファッション,157407,36,4372
2023-11-14,食品,76386,20,3819
2023-11-14,家電,53445,13,4111
2023-11-14,美容・コスメ,65911,8,8238
2023-11-14,日用品,57046,8,7130
2023-11-15,ファッション,110341,24,4597
2023-11-15,食品,85044,20,4252
2023-11-15,家電,72648,12,6054
2023-11-15,美容・コスメ,54847,11,4986
2023-11-15,日用品,57462,8,7182
2023-11-16,ファッション,127393,16,7962
2023-11-16,食品,122082,26,4695
2023-11-16,家電,65711,11,5973
2023-11-16,美容・コスメ,75880,10,7588
2023-11-16,日用品,36553,7,5221
2023-11-17,ファッション,148611,26,5715
2023-11-17,食品,78366,10,7836
2023-11-17,家電,79643,11,7240
2023-11-17,美容・コスメ,72915,10,7291
2023-11-17,日用品,46249,7,6607
2023-11-18,ファッション,149052,23,6480
2023-11-18,食品,100782,15,6718
2023-11-18,家電,78414,21,3734
2023-11-18,美容・コスメ,62335,20,3116
2023-11-18,日用品,70589,10,7058
2023-11-19,ファッション,188877,49,3854
2023-11-19,食品,93616,30,3120
2023-11-19,家電,74828,10,7482
2023-11-19,美容・コスメ,65903,13,5069
2023-11-19,日用品,47624,11,4329
2023-11-20,ファッション,145661,24,6069
2023-11-20,食品,81332,24,3388
2023-11-20,家電,67292,16,4205
2023-11-20,美容・コスメ,49903,6,8317
2023-11-20,日用品,51349,8,6418
2023-11-21,ファッション,136722,26,5258
2023-11-21,食品,98356,15,6557
2023-11-21,家電,80732,20,4036
2023-11-21,美容・コスメ,60004,11,5454
2023-11-21,日用品,58671,9,6519
2023-11-22,ファッション,146808,41,3580
2023-11-22,食品,102084,28,3645
2023-11-22,家電,64967,17,3821
2023-11-22,美容・コスメ,66914,16,4182
2023-11-22,日用品,44885,6,7480
2023-11-23,ファッション,118452,21,5640
2023-11-23,食品,91350,29,3150
2023-11-23,家電,84647,25,3385
2023-11-23,美容・コスメ,59073,10,5907
2023-11-23,日用品,51698,8,6462
2023-11-24,ファッション,122682,40,3067
2023-11-24,食品,108870,19,5730
2023-11-24,家電,86520,12,7210
2023-11-24,美容・コスメ,72359,13,5566
2023-11-24,日用品,43208,6,7201
2023-11-25,ファッション,181729,46,3950
2023-11-25,食品,151380,20,7569
2023-11-25,家電,91707,27,3396
2023-11-25,美容・コスメ,72750,10,7275
2023-11-25,日用品,77442,19,4075
2023-11-26,ファッション,138562,18,7697
2023-11-26,食品,116518,20,5825
2023-11-26,家電,119886,35,3425
2023-11-26,美容・コスメ,84941,25,3397
2023-11-26,日用品,57737,8,7217
2023-11-27,ファッション,138252,17,8132
2023-11-27,食品,99401,21,4733
2023-11-27,家電,59908,12,4992
2023-11-27,美容・コスメ,55411,16,3463
2023-11-27,日用品,44243,8,5530
2023-11-28,ファッション,163244,25,6529
2023-11-28,食品,108024,35,3086
2023-11-28,家電,59803,9,6644
2023-11-28,美容・コスメ,59423,19,3127
2023-11-28,日用品,56769,8,7096
2023-11-29,ファッション,148183,44,3367
2023-11-29,食品,111351,18,6186
2023-11-29,家電,84180,12,7015
2023-11-29,美容・コスメ,70908,12,5909
2023-11-29,日用品,37641,5,7528
2023-11-30,ファッション,154408,23,6713
2023-11-30,食品,76985,19,4051
2023-11-30,家電,88865,13,6835
2023-11-30,美容・コスメ,74696,10,7469
2023-11-30,日用品,50798,8,6349
2023-12-01,ファッション,207224,35,5920
2023-12-01,食品,120896,31,3899
2023-12-01,家電,82685,12,6890
2023-12-01,美容・コスメ,60379,15,4025
2023-12-01,日用品,49744,11,4522
2023-12-02,ファッション,181042,35,5172
2023-12-02,食品,181228,32,5663
2023-12-02,家電,88752,26,3413
2023-12-02,美容・コスメ,101710,20,5085
2023-12-02,日用品,86857,13,6681
2023-12-03,ファッション,257219,58,4434
2023-12-03,食品,162404,37,4389
2023-12-03,家電,137967,22,6271
2023-12-03,美容・コスメ,81418,18,4523
2023-12-03,日用品,59299,9,6588
2023-12-04,ファッション,139646,23,6071
2023-12-04,食品,96183,15,6412
2023-12-04,家電,99872,14,7133
2023-12-04,美容・コスメ,80955,20,4047
2023-12-04,日用品,42169,6,7028
2023-12-05,ファッション,154729,29,5335
2023-12-05,食品,80493,18,4471
2023-12-05,家電,60497,8,7562
2023-12-05,美容・コスメ,59222,10,5922
2023-12-05,日用品,40509,6,6751
2023-12-06,ファッション,150161,20,7508
2023-12-06,食品,138081,29,4761
2023-12-06,家電,104208,13,8016
2023-12-06,美容・コスメ,83667,11,7606
2023-12-06,日用品,47566,8,5945
2023-12-07,ファッション,124379,35,3553
2023-12-07,食品,145525,31,4694
2023-12-07,家電,96508,13,7423
2023-12-07,美容・コスメ,85036,10,8503
2023-12-07,日用品,47314,14,3379
2023-12-08,ファッション,159048,43,3698
2023-12-08,食品,79907,16,4994
2023-12-08,家電,98300,16,6143
2023-12-08,美容・コスメ,62136,9,6904
2023-12-08,日用品,46995,15,3133
2023-12-09,ファッション,253040,41,6171
2023-12-09,食品,168514,52,3240
2023-12-09,家電,131288,21,6251
2023-12-09,美容・コスメ,94461,15,6297
2023-12-09,日用品,88718,14,6337
2023-12-10,ファッション,229007,28,8178
2023-12-10,食品,168027,32,5250
2023-12-10,家電,122788,24,5116
2023-12-10,美容・コスメ,76196,12,6349
2023-12-10,日用品,91502,11,8318
2023-12-11,ファッション,152064,26,5848
2023-12-11,食品,92621,11,8420
2023-12-11,家電,108248,17,6367
2023-12-11,美容・コスメ,82785,12,6898
2023-12-11,日用品,59130,18,3285
2023-12-12,ファッション,163440,25,6537
2023-12-12,食品,123930,25,4957
2023-12-12,家電,106261,27,3935
2023-12-12,美容・コスメ,70015,10,7001
2023-12-12,日用品,62623,10,6262
2023-12-13,ファッション,145349,38,3824
2023-12-13,食品,121135,20,6056
2023-12-13,家電,67839,10,6783
2023-12-13,美容・コスメ,68117,10,6811
2023-12-13,日用品,67335,17,3960
2023-12-14,ファッション,119529,17,7031
2023-12-14,食品,119371,18,6631
2023-12-14,家電,101043,14,7217
2023-12-14,美容・コスメ,89358,15,5957
2023-12-14,日用品,55613,11,5055
2023-12-15,ファッション,133092,22,6049
2023-12-15,食品,97015,12,8084
2023-12-15,家電,88192,14,6299
2023-12-15,美容・コスメ,63906,19,3363
2023-12-15,日用品,40266,7,5752
2023-12-16,ファッション,163961,27,6072
2023-12-16,食品,178881,24,7453
2023-12-16,家電,119620,29,4124
2023-12-16,美容・コスメ,110819,14,7915
2023-12-16,日用品,59549,8,7443
2023-12-17,ファッション,190425,27,7052
2023-12-17,食品,189038,60,3150
2023-12-17,家電,135235,22,6147
2023-12-17,美容・コスメ,116846,21,5564
2023-12-17,日用品,87973,26,3383
2023-12-18,ファッション,151396,45,3364
2023-12-18,食品,143943,20,7197
2023-12-18,家電,101768,13,7828
2023-12-18,美容・コスメ,52574,10,5257
2023-12-18,日用品,41586,10,4158
2023-12-19,ファッション,140720,26,5412
2023-12-19,食品,96447,27,3572
2023-12-19,家電,67241,17,3955
2023-12-19,美容・コスメ,89869,13,6913
2023-12-19,日用品,71716,13,5516
2023-12-20,ファッション,145659,20,7282
2023-12-20,食品,100324,22,4560
2023-12-20,家電,70518,19,3711
2023-12-20,美容・コスメ,59771,12,4980
2023-12-20,日用品,61846,18,3435
2023-12-21,ファッション,138819,19,7306
2023-12-21,食品,88273,18,4904
2023-12-21,家電,102378,27,3791
2023-12-21,美容・コスメ,52474,9,5830
2023-12-21,日用品,49361,8,6170
2023-12-22,ファッション,198623,53,3747
2023-12-22,食品,117422,21,5591
2023-12-22,家電,66061,10,6606
2023-12-22,美容・コスメ,60492,11,5499
2023-12-22,日用品,41964,7,5994
2023-12-23,ファッション,193038,27,7149
2023-12-23,食品,106897,20,5344
2023-12-23,家電,106476,16,6654
2023-12-23,美容・コスメ,95056,15,6337
2023-12-23,日用品,84901,11,7718
2023-12-24,ファッション,194010,34,5706
2023-12-24,食品,175311,22,7968
2023-12-24,家電,134721,27,4989
2023-12-24,美容・コスメ,74356,13,5719
2023-12-24,日用品,83354,15,5556
2023-12-25,ファッション,166304,23,7230
2023-12-25,食品,102686,14,7334
2023-12-25,家電,79302,17,4664
2023-12-25,美容・コスメ,68067,9,7563
2023-12-25,日用品,43433,10,4343
2023-12-26,ファッション,213505,55,3881
2023-12-26,食品,116551,19,6134
2023-12-26,家電,83477,13,6421
2023-12-26,美容・コスメ,58652,10,5865
2023-12-26,日用品,51705,8,6463
2023-12-27,ファッション,131835,22,5992
2023-12-27,食品,90850,20,4542
2023-12-27,家電,69822,17,4107
2023-12-27,美容・コスメ,83679,18,4648
2023-12-27,日用品,70351,8,8793
2023-12-28,ファッション,175183,47,3727
2023-12-28,食品,103569,14,7397
2023-12-28,家電,77316,22,3514
2023-12-28,美容・コスメ,72384,10,7238
2023-12-28,日用品,65943,17,3879
2023-12-29,ファッション,185414,45,4120
2023-12-29,食品,93063,12,7755
2023-12-29,家電,71383,16,4461
2023-12-29,美容・コスメ,49027,6,8171
2023-12-29,日用品,65831,10,6583
2023-12-30,ファッション,251194,66,3805
2023-12-30,食品,141959,29,4895
2023-12-30,家電,82584,15,5505
2023-12-30,美容・コスメ,113972,35,3256
2023-12-30,日用品,63691,15,4246
2023-12-31,ファッション,184086,24,7670
2023-12-31,食品,142810,26,5492
2023-12-31,家電,126272,33,3826
2023-12-31,美容・コスメ,90304,17,5312
2023-12-31,日用品,77033,9,8559
2024-01-01,ファッション,128248,25,5129
2024-01-01,食品,88064,22,4002
2024-01-01,家電,39648,9,4405
2024-01-01,美容・コスメ,41595,7,5942
2024-01-01,日用品,39342,5,7868
2024-01-02,ファッション,111052,20,5552
2024-01-02,食品,53738,16,3358
2024-01-02,家電,56894,10,5689
2024-01-02,美容・コスメ,55361,14,3954
2024-01-02,日用品,26311,5,5262
2024-01-03,ファッション,93010,28,3321
2024-01-03,食品,83518,23,3631
2024-01-03,家電,58787,13,4522
2024-01-03,美容・コスメ,36988,7,5284
2024-01-03,日用品,43455,8,5431
2024-01-04,ファッション,127010,35,3628
2024-01-04,食品,85645,20,4282
2024-01-04,家電,61075,10,6107
2024-01-04,美容・コスメ,57844,11,5258
2024-01-04,日用品,27220,8,3402
2024-01-05,ファッション,132051,23,5741
2024-01-05,食品,85754,20,4287
2024-01-05,家電,50069,15,3337
2024-01-05,美容・コスメ,58737,9,6526
2024-01-05,日用品,46365,10,4636
2024-01-06,ファッション,153118,23,6657
2024-01-06,食品,85205,11,7745
2024-01-06,家電,91012,12,7584
2024-01-06,美容・コスメ,68377,15,4558
2024-01-06,日用品,41571,5,8314
2024-01-07,ファッション,101349,15,6756
2024-01-07,食品,107520,17,6324
2024-01-07,家電,92862,20,4643
2024-01-07,美容・コスメ,54058,15,3603
2024-01-07,日用品,46198,10,4619
2024-01-08,ファッション,100025,13,7694
2024-01-08,食品,92830,23,4036
2024-01-08,家電,50977,6,8496
2024-01-08,美容・コスメ,33905,9,3767
2024-01-08,日用品,29354,4,7338
2024-01-09,ファッション,87247,11,7931
2024-01-09,食品,71246,12,5937
2024-01-09,家電,46809,8,5851
2024-01-09,美容・コスメ,50468,7,7209
2024-01-09,日用品,42405,7,6057
2024-01-10,ファッション,137184,19,7220
2024-01-10,食品,84951,25,3398
2024-01-10,家電,38867,9,4318
2024-01-10,美容・コスメ,50513,9,5612
2024-01-10,日用品,34645,4,8661
2024-01-11,ファッション,136602,18,7589
2024-01-11,食品,65380,10,6538
2024-01-11,家電,47636,12,3969
2024-01-11,美容・コスメ,37295,7,5327
2024-01-11,日用品,35253,4,8813
2024-01-12,ファッション,85221,12,7101
2024-01-12,食品,74989,16,4686
2024-01-12,家電,54962,12,4580
2024-01-12,美容・コスメ,48651,9,5405
2024-01-12,日用品,29390,8,3673
2024-01-13,ファッション,147541,19,7765
2024-01-13,食品,86721,13,6670
2024-01-13,家電,78591,10,7859
2024-01-13,美容・コスメ,71316,12,5943
2024-01-13,日用品,52347,6,8724
2024-01-14,ファッション,134867,29,4650
2024-01-14,食品,67596,9,7510
2024-01-14,家電,84719,24,3529
2024-01-14,美容・コスメ,62557,11,5687
2024-01-14,日用品,36895,4,9223
2024-01-15,ファッション,91501,27,3388
2024-01-15,食品,77788,11,7071
2024-01-15,家電,39714,6,6619
2024-01-15,美容・コスメ,46891,13,3607
2024-01-15,日用品,29569,5,5913
2024-01-16,ファッション,96910,12,8075
2024-01-16,食品,87675,11,7970
2024-01-16,家電,47240,6,7873
2024-01-16,美容・コスメ,44102,9,4900
2024-01-16,日用品,26871,8,3358
2024-01-17,ファッション,123118,23,5352
2024-01-17,食品,61523,10,6152
2024-01-17,家電,47014,7,6716
2024-01-17,美容・コスメ,42114,5,8422
2024-01-17,日用品,43880,8,5485
2024-01-18,ファッション,100518,20,5025
2024-01-18,食品,87100,18,4838
2024-01-18,家電,45564,13,3504
2024-01-18,美容・コスメ,45080,8,5635
2024-01-18,日用品,44327,10,4432
2024-01-19,ファッション,102516,14,7322
2024-01-19,食品,87891,17,5170
2024-01-19,家電,53846,11,4895
2024-01-19,美容・コスメ,57938,16,3621
2024-01-19,日用品,46377,7,6625
2024-01-20,ファッション,146238,46,3179
2024-01-20,食品,94279,18,5237
2024-01-20,家電,57173,9,6352
2024-01-20,美容・コスメ,76704,13,5900
2024-01-20,日用品,54004,16,3375
2024-01-21,ファッション,136430,38,3590
2024-01-21,食品,102155,13,7858
2024-01-21,家電,78725,23,3422
2024-01-21,美容・コスメ,54585,9,6065
2024-01-21,日用品,45061,6,7510
2024-01-22,ファッション,131243,21,6249
2024-01-22,食品,68011,15,4534
2024-01-22,家電,42146,8,5268
2024-01-22,美容・コスメ,43603,6,7267
2024-01-22,日用品,40292,12,3357
2024-01-23,ファッション,103461,26,3979
2024-01-23,食品,58444,8,7305
2024-01-23,家電,40028,7,5718
2024-01-23,美容・コスメ,36842,4,9210
2024-01-23,日用品,38059,9,4228
2024-01-24,ファッション,110560,16,6910
2024-01-24,食品,93830,22,4265
2024-01-24,家電,67990,8,8498
2024-01-24,美容・コスメ,57493,9,6388
2024-01-24,日用品,39666,7,5666
2024-01-25,ファッション,127118,22,5778
2024-01-25,食品,81435,15,5429
2024-01-25,家電,62867,8,7858
2024-01-25,美容・コスメ,36241,5,7248
2024-01-25,日用品,37689,5,7537
2024-01-26,ファッション,105849,21,5040
2024-01-26,食品,91929,21,4377
2024-01-26,家電,66600,12,5550
2024-01-26,美容・コスメ,46389,10,4638
2024-01-26,日用品,38412,8,4801
2024-01-27,ファッション,103845,23,4515
2024-01-27,食品,67342,8,8417
2024-01-27,家電,91813,18,5100
2024-01-27,美容・コスメ,67993,14,4856
2024-01-27,日用品,52751,7,7535
2024-01-28,ファッション,181991,36,5055
2024-01-28,食品,111943,25,4477
2024-01-28,家電,92871,29,3202
2024-01-28,美容・コスメ,63514,10,6351
2024-01-28,日用品,53237,14,3802
2024-01-29,ファッション,139448,35,3984
2024-01-29,食品,79020,19,4158
2024-01-29,家電,48815,8,6101
2024-01-29,美容・コスメ,43714,11,3974
2024-01-29,日用品,29534,5,5906
2024-01-30,ファッション,127442,17,7496
2024-01-30,食品,55235,11,5021
2024-01-30,家電,41960,13,3227
2024-01-30,美容・コスメ,50463,8,6307
2024-01-30,日用品,29359,7,4194
2024-01-31,ファッション,78850,10,7885
2024-01-31,食品,94562,25,3782
2024-01-31,家電,46306,6,7717
2024-01-31,美容・コスメ,57770,11,5251
2024-01-31,日用品,26877,8,3359
2024-02-01,ファッション,115298,23,5012
2024-02-01,食品,52785,8,6598
2024-02-01,家電,39014,5,7802
2024-02-01,美容・コスメ,40657,12,3388
2024-02-01,日用品,38750,7,5535
2024-02-02,ファッション,141784,24,5907
2024-02-02,食品,63674,9,7074
2024-02-02,家電,47631,6,7938
2024-02-02,美容・コスメ,42542,7,6077
2024-02-02,日用品,26876,5,5375
2024-02-03,ファッション,172140,24,7172
2024-02-03,食品,79853,19,4202
2024-02-03,家電,85421,11,7765
2024-02-03,美容・コスメ,45281,8,5660
2024-02-03,日用品,43174,5,8634
2024-02-04,ファッション,107656,26,4140
2024-02-04,食品,110173,33,3338
2024-02-04,家電,71438,13,5495
2024-02-04,美容・コスメ,53858,10,5385
2024-02-04,日用品,48699,12,4058
2024-02-05,ファッション,115169,16,7198
2024-02-05,食品,85088,22,3867
2024-02-05,家電,43583,10,4358
2024-02-05,美容・コスメ,42165,8,5270
2024-02-05,日用品,40767,12,3397
2024-02-06,ファッション,79576,16,4973
2024-02-06,食品,82306,20,4115
2024-02-06,家電,59886,13,4606
2024-02-06,美容・コスメ,56655,7,8093
2024-02-06,日用品,32324,7,4617
2024-02-07,ファッション,104524,24,4355
2024-02-07,食品,81212,11,7382
2024-02-07,家電,60932,8,7616
2024-02-07,美容・コスメ,43156,11,3923
2024-02-07,日用品,42053,8,5256
2024-02-08,ファッション,121744,27,4509
2024-02-08,食品,55107,6,9184
2024-02-08,家電,43813,5,8762
2024-02-08,美容・コスメ,59172,8,7396
2024-02-08,日用品,40320,6,6720
2024-02-09,ファッション,134650,30,4488
2024-02-09,食品,72172,11,6561
2024-02-09,家電,52258,10,5225
2024-02-09,美容・コスメ,41315,7,5902
2024-02-09,日用品,44540,11,4049
2024-02-10,ファッション,180929,28,6461
2024-02-10,食品,114238,19,6012
2024-02-10,家電,83794,27,3103
2024-02-10,美容・コスメ,71223,22,3237
2024-02-10,日用品,59032,7,8433
2024-02-11,ファッション,125786,31,4057
2024-02-11,食品,110913,26,4265
2024-02-11,家電,87499,24,3645
2024-02-11,美容・コスメ,46379,5,9275
2024-02-11,日用品,52829,7,7547
2024-02-12,ファッション,98763,15,6584
2024-02-12,食品,77761,12,6480
2024-02-12,家電,61245,10,6124
2024-02-12,美容・コスメ,44042,10,4404
2024-02-12,日用品,42730,10,4273
2024-02-13,ファッション,123141,29,4246
2024-02-13,食品,79134,11,7194
2024-02-13,家電,45883,13,3529
2024-02-13,美容・コスメ,35814,5,7162
2024-02-13,日用品,44515,13,3424
2024-02-14,ファッション,125910,26,4842
2024-02-14,食品,72651,9,8072
2024-02-14,家電,49634,9,5514
2024-02-14,美容・コスメ,32577,9,3619
2024-02-14,日用品,31469,10,3146
2024-02-15,ファッション,119102,23,5178
2024-02-15,食品,75726,19,3985
2024-02-15,家電,48441,7,6920
2024-02-15,美容・コスメ,58842,18,3269
2024-02-15,日用品,45419,7,6488
2024-02-16,ファッション,114634,20,5731
2024-02-16,食品,54584,15,3638
2024-02-16,家電,58542,12,4878
2024-02-16,美容・コスメ,57516,11,5228
2024-02-16,日用品,28923,4,7230
2024-02-17,ファッション,125725,22,5714
2024-02-17,食品,107037,14,7645
2024-02-17,家電,84340,13,6487
2024-02-17,美容・コスメ,66245,8,8280
2024-02-17,日用品,41979,13,3229
2024-02-18,ファッション,123882,30,4129
2024-02-18,食品,104970,17,6174
2024-02-18,家電,75784,24,3157
2024-02-18,美容・コスメ,68008,14,4857
2024-02-18,日用品,52577,9,5841
2024-02-19,ファッション,99982,27,3703
2024-02-19,食品,55689,7,7955
2024-02-19,家電,69057,11,6277
2024-02-19,美容・コスメ,35054,6,5842
2024-02-19,日用品,41854,6,6975
2024-02-20,ファッション,85110,28,3039
2024-02-20,食品,82967,17,4880
2024-02-20,家電,47068,15,3137
2024-02-20,美容・コスメ,47112,6,7852
2024-02-20,日用品,46904,8,5863
2024-02-21,ファッション,111357,32,3479
2024-02-21,食品,75758,15,5050
2024-02-21,家電,58748,11,5340
2024-02-21,美容・コスメ,38832,11,3530
2024-02-21,日用品,32713,9,3634
2024-02-22,ファッション,88997,11,8090
2024-02-22,食品,71131,12,5927
2024-02-22,家電,67574,8,8446
2024-02-22,美容・コスメ,48282,6,8047
2024-02-22,日用品,32978,7,4711
2024-02-23,ファッション,103955,16,6497
2024-02-23,食品,81645,17,4802
2024-02-23,家電,43051,6,7175
2024-02-23,美容・コスメ,35741,6,5956
2024-02-23,日用品,41070,6,6845
2024-02-24,ファッション,165346,22,7515
2024-02-24,食品,95677,14,6834
2024-02-24,家電,76891,19,4046
2024-02-24,美容・コスメ,42781,9,4753
2024-02-24,日用品,46204,7,6600
2024-02-25,ファッション,173655,43,4038
2024-02-25,食品,74183,9,8242
2024-02-25,家電,54883,10,5488
2024-02-25,美容・コスメ,62870,11,5715
2024-02-25,日用品,35957,10,3595
2024-02-26,ファッション,84267,14,6019
2024-02-26,食品,75558,18,4197
2024-02-26,家電,59763,8,7470
2024-02-26,美容・コスメ,33347,6,5557
2024-02-26,日用品,40979,9,4553
2024-02-27,ファッション,97666,16,6104
2024-02-27,食品,91172,12,7597
2024-02-27,家電,57953,8,7244
2024-02-27,美容・コスメ,42269,6,7044
2024-02-27,日用品,36053,9,4005
2024-02-28,ファッション,123763,21,5893
2024-02-28,食品,67356,8,8419
2024-02-28,家電,39333,8,4916
2024-02-28,美容・コスメ,33769,4,8442
2024-02-28,日用品,41262,8,5157
2024-02-29,ファッション,122035,24,5084
2024-02-29,食品,84916,16,5307
2024-02-29,家電,52294,6,8715
2024-02-29,美容・コスメ,39124,10,3912
2024-02-29,日用品,38666,4,9666
2024-03-01,ファッション,179039,54,3315
2024-03-01,食品,116381,21,5541
2024-03-01,家電,77005,12,6417
2024-03-01,美容・コスメ,104541,19,5502
2024-03-01,日用品,58786,11,5344
2024-03-02,ファッション,193164,26,7429
2024-03-02,食品,158883,32,4965
2024-03-02,家電,137612,26,5292
2024-03-02,美容・コスメ,113957,34,3351
2024-03-02,日用品,99478,12,8289
2024-03-03,ファッション,273578,35,7816
2024-03-03,食品,132421,24,5517
