日付,SKU,カテゴリ,販売数量,単価,割引率,広告費,プロモーション,曜日,月,売上金額,前週平均販売数量,前月平均販売数量
2025-06-24,SKU025,コスメ,13,4668,0,347,1,Tuesday,6,60684,9.6,10.0
2025-06-25,SKU025,コスメ,7,4668,0,415,0,Wednesday,6,32676,10.1,9.8
2025-06-26,SKU025,コスメ,8,4668,0,0,0,Thursday,6,37344,10.1,9.8
2025-06-27,SKU025,コスメ,7,4668,0,2441,0,Friday,6,32676,10.1,9.8
2025-06-28,SKU025,コスメ,18,4668,0,0,1,Saturday,6,84024,9.7,9.7
2025-06-29,SKU025,コスメ,15,4668,0,2691,0,Sunday,6,70020,10.9,10.0
2025-06-30,SKU025,コスメ,8,4668,0,1418,0,Monday,6,37344,11.6,10.3
2025-07-01,SKU025,コスメ,7,4668,0,0,0,Tuesday,7,32676,10.9,10.2
2025-07-02,SKU025,コスメ,13,4668,0,0,1,Wednesday,7,60684,10.0,10.1
2025-07-03,SKU025,コスメ,7,4668,0,594,0,Thursday,7,32676,10.9,10.1
2025-07-04,SKU025,コスメ,7,4668,0,0,0,Friday,7,32676,10.7,10.0
2025-07-05,SKU025,コスメ,9,4668,0,543,0,Saturday,7,42012,10.7,10.0
2025-07-06,SKU025,コスメ,11,4668,0,0,0,Sunday,7,51348,9.4,10.0
2025-07-07,SKU025,コスメ,6,4668,0,1654,0,Monday,7,28008,8.9,10.1
2025-07-08,SKU025,コスメ,9,4668,0,352,0,Tuesday,7,42012,8.6,9.6
2025-07-09,SKU025,コスメ,9,4668,0,1631,0,Wednesday,7,42012,8.9,9.5
2025-07-10,SKU025,コスメ,7,4668,0,0,0,Thursday,7,32676,8.3,9.6
2025-07-11,SKU025,コスメ,5,4668,0,0,0,Friday,7,23340,8.3,9.6
2025-07-12,SKU025,コスメ,13,4668,0,0,1,Saturday,7,60684,8.0,9.3
2025-07-13,SKU025,コスメ,11,4668,15,0,0,Sunday,7,43645,8.6,9.4
2025-07-14,SKU025,コスメ,9,4668,0,7858,0,Monday,7,42012,8.6,9.6
2025-07-15,SKU025,コスメ,9,4668,0,1478,0,Tuesday,7,42012,9.0,9.5
2025-07-16,SKU025,コスメ,6,4668,0,1113,0,Wednesday,7,28008,9.0,9.4
2025-07-17,SKU025,コスメ,11,4668,30,0,0,Thursday,7,35943,8.6,9.4
2025-07-18,SKU025,コスメ,8,4668,0,0,0,Friday,7,37344,9.1,9.4
2025-07-19,SKU025,コスメ,8,4668,0,4324,0,Saturday,7,37344,9.6,9.5
2025-07-20,SKU025,コスメ,11,4668,0,0,0,Sunday,7,51348,8.9,9.5
2025-07-21,SKU025,コスメ,8,4668,0,204,0,Monday,7,37344,8.9,9.5
2025-07-22,SKU025,コスメ,11,4668,15,4662,0,Tuesday,7,43645,8.7,9.4
2025-07-23,SKU025,コスメ,7,4668,0,0,0,Wednesday,7,32676,9.0,9.5
2025-07-24,SKU025,コスメ,13,4668,0,0,1,Thursday,7,60684,9.1,9.3
2025-07-25,SKU025,コスメ,9,4668,0,0,0,Friday,7,42012,9.4,9.3
2025-07-26,SKU025,コスメ,11,4668,10,0,0,Saturday,7,46213,9.6,9.3
2025-07-27,SKU025,コスメ,8,4668,0,0,0,Sunday,7,37344,10.0,9.4
2025-07-28,SKU025,コスメ,12,4668,10,0,0,Monday,7,50414,9.6,9.5
2025-07-29,SKU025,コスメ,9,4668,0,0,0,Tuesday,7,42012,10.1,9.3
2025-07-30,SKU025,コスメ,13,4668,15,522,1,Wednesday,7,51581,9.9,9.1
2025-07-31,SKU025,コスメ,6,4668,0,0,0,Thursday,7,28008,10.7,9.2
2025-08-01,SKU025,コスメ,7,4668,10,1102,0,Friday,8,29408,9.7,9.2
2025-08-02,SKU025,コスメ,6,4668,0,4432,0,Saturday,8,28008,9.4,9.0
2025-08-03,SKU025,コスメ,10,4668,0,2402,0,Sunday,8,46680,8.7,9.0
2025-08-04,SKU025,コスメ,11,4668,0,0,1,Monday,8,51348,9.0,9.1
2025-08-05,SKU025,コスメ,9,4668,0,0,0,Tuesday,8,42012,8.9,9.1
2025-08-06,SKU025,コスメ,5,4668,0,2281,0,Wednesday,8,23340,8.9,9.1
2025-08-07,SKU025,コスメ,8,4668,15,0,0,Thursday,8,31742,7.7,9.0
2025-08-08,SKU025,コスメ,10,4668,0,0,1,Friday,8,46680,8.0,9.0
2025-08-09,SKU025,コスメ,10,4668,0,0,0,Saturday,8,46680,8.4,9.0
2025-08-10,SKU025,コスメ,7,4668,0,0,0,Sunday,8,32676,9.0,9.1
2025-08-11,SKU025,コスメ,9,4668,0,0,0,Monday,8,42012,8.6,9.2
2025-08-12,SKU025,コスメ,8,4668,0,1098,0,Tuesday,8,37344,8.3,9.1
2025-08-13,SKU025,コスメ,5,4668,0,212,0,Wednesday,8,23340,8.1,9.0
2025-08-14,SKU025,コスメ,7,4668,0,0,0,Thursday,8,32676,8.1,8.8
2025-08-15,SKU025,コスメ,4,4668,0,0,0,Friday,8,18672,8.0,8.8
2025-08-16,SKU025,コスメ,9,4668,0,0,0,Saturday,8,42012,7.1,8.7
2025-08-17,SKU025,コスメ,11,4668,0,685,0,Sunday,8,51348,7.0,8.6
2025-08-18,SKU025,コスメ,7,4668,0,429,0,Monday,8,32676,7.6,8.7
2025-08-19,SKU025,コスメ,5,4668,10,0,0,Tuesday,8,21006,7.3,8.7
2025-08-20,SKU025,コスメ,7,4668,0,0,0,Wednesday,8,32676,6.9,8.5
2025-08-21,SKU025,コスメ,6,4668,0,3869,0,Thursday,8,28008,7.1,8.5
2025-08-22,SKU025,コスメ,3,4668,0,778,0,Friday,8,14004,7.0,8.3
2025-08-23,SKU025,コスメ,12,4668,0,0,1,Saturday,8,56016,6.9,8.2
2025-08-24,SKU025,コスメ,8,4668,0,0,0,Sunday,8,37344,7.3,8.1
2025-08-25,SKU025,コスメ,9,4668,0,0,1,Monday,8,42012,6.9,8.1
2025-08-26,SKU025,コスメ,7,4668,0,0,0,Tuesday,8,32676,7.1,8.0
2025-08-27,SKU025,コスメ,5,4668,0,0,0,Wednesday,8,23340,7.4,8.0
2025-08-28,SKU025,コスメ,10,4668,10,155,1,Thursday,8,42012,7.1,7.8
2025-08-29,SKU025,コスメ,8,4668,0,550,0,Friday,8,37344,7.7,7.8
2025-08-30,SKU025,コスメ,8,4668,0,10977,0,Saturday,8,37344,8.4,7.6
2025-08-31,SKU025,コスメ,9,4668,30,0,0,Sunday,8,29408,7.9,7.7
2025-09-01,SKU025,コスメ,5,4668,0,0,0,Monday,9,23340,8.0,7.8
2025-09-02,SKU025,コスメ,6,4668,0,628,0,Tuesday,9,28008,7.4,7.7
2025-09-03,SKU025,コスメ,6,4668,0,9036,0,Wednesday,9,28008,7.3,7.6
2025-09-04,SKU025,コスメ,5,4668,0,0,0,Thursday,9,23340,7.4,7.4
2025-09-05,SKU025,コスメ,4,4668,5,750,0,Friday,9,17738,6.7,7.3
2025-09-06,SKU025,コスメ,7,4668,0,490,0,Saturday,9,32676,6.1,7.3
2025-09-07,SKU025,コスメ,9,4668,0,0,0,Sunday,9,42012,6.0,7.2
2025-09-08,SKU025,コスメ,6,4668,0,0,0,Monday,9,28008,6.0,7.2
2025-09-09,SKU025,コスメ,6,4668,0,240,0,Tuesday,9,28008,6.1,7.1
2025-09-10,SKU025,コスメ,7,4668,10,0,0,Wednesday,9,29408,6.1,7.0
2025-09-11,SKU025,コスメ,3,4668,0,0,0,Thursday,9,14004,6.3,7.0
2025-09-12,SKU025,コスメ,5,4668,0,0,0,Friday,9,23340,6.0,6.8
2025-09-13,SKU025,コスメ,9,4668,10,0,0,Saturday,9,37810,6.1,6.8
2025-09-14,SKU025,コスメ,7,4668,15,0,0,Sunday,9,27774,6.4,6.9
2025-09-15,SKU025,コスメ,7,4668,5,0,0,Monday,9,31042,6.1,7.0
2025-09-16,SKU025,コスメ,6,4668,5,0,0,Tuesday,9,26607,6.3,6.9
2025-09-17,SKU025,コスメ,6,4668,0,8607,0,Wednesday,9,28008,6.3,6.7
2025-09-18,SKU025,コスメ,6,4668,0,223,0,Thursday,9,28008,6.1,6.7
2025-09-19,SKU025,コスメ,7,4668,5,222,1,Friday,9,31042,6.6,6.7
2025-09-20,SKU025,コスメ,7,4668,0,0,0,Saturday,9,32676,6.9,6.7
2025-09-21,SKU025,コスメ,15,4668,15,443,1,Sunday,9,59517,6.6,6.8
2025-09-22,SKU025,コスメ,4,4668,0,0,0,Monday,9,18672,7.7,7.2
2025-09-23,SKU025,コスメ,6,4668,0,0,0,Tuesday,9,28008,7.3,6.9
2025-09-24,SKU025,コスメ,7,4668,5,528,1,Wednesday,9,31042,7.3,6.8
2025-09-25,SKU025,コスメ,5,4668,5,3146,0,Thursday,9,22173,7.4,6.8
2025-09-26,SKU025,コスメ,7,4668,0,807,0,Friday,9,32676,7.3,6.7
2025-09-27,SKU025,コスメ,7,4668,0,140,0,Saturday,9,32676,7.3,6.8
2025-09-28,SKU025,コスメ,8,4668,0,0,0,Sunday,9,37344,7.3,6.7
2025-09-29,SKU025,コスメ,6,4668,0,463,0,Monday,9,28008,6.3,6.7
2025-09-30,SKU025,コスメ,9,4668,0,1672,1,Tuesday,9,42012,6.6,6.6
2025-10-01,SKU025,コスメ,6,4668,0,3618,0,Wednesday,10,28008,7.0,6.6
2025-10-02,SKU025,コスメ,4,4668,0,0,0,Thursday,10,18672,6.9,6.6
2025-10-03,SKU025,コスメ,6,4668,0,561,0,Friday,10,28008,6.7,6.6
2025-10-04,SKU025,コスメ,5,4668,0,158,0,Saturday,10,23340,6.6,6.6
2025-10-05,SKU025,コスメ,10,4668,0,233,1,Sunday,10,46680,6.3,6.6
2025-10-06,SKU025,コスメ,10,4668,0,0,1,Monday,10,46680,6.6,6.8
2025-10-07,SKU025,コスメ,6,4668,0,0,0,Tuesday,10,28008,7.1,6.9
2025-10-08,SKU025,コスメ,5,4668,0,0,0,Wednesday,10,23340,6.7,6.8
2025-10-09,SKU025,コスメ,8,4668,0,266,1,Thursday,10,37344,6.6,6.7
2025-10-10,SKU025,コスメ,5,4668,0,0,0,Friday,10,23340,7.1,6.8
2025-10-11,SKU025,コスメ,7,4668,0,0,0,Saturday,10,32676,7.0,6.7
2025-10-12,SKU025,コスメ,8,4668,0,0,0,Sunday,10,37344,7.3,6.9
2025-10-13,SKU025,コスメ,5,4668,0,0,0,Monday,10,23340,7.0,7.0
2025-10-14,SKU025,コスメ,8,4668,30,99,0,Tuesday,10,26140,6.3,6.8
2025-10-15,SKU025,コスメ,5,4668,0,0,0,Wednesday,10,23340,6.6,6.9
2025-10-16,SKU025,コスメ,9,4668,15,946,1,Thursday,10,35710,6.6,6.8
2025-10-17,SKU025,コスメ,6,4668,0,0,0,Friday,10,28008,6.7,6.9
2025-10-18,SKU025,コスメ,7,4668,0,0,0,Saturday,10,32676,6.9,6.9
2025-10-19,SKU025,コスメ,8,4668,10,206,0,Sunday,10,33609,6.9,6.9
2025-10-20,SKU025,コスメ,4,4668,0,0,0,Monday,10,18672,6.9,7.0
2025-10-21,SKU025,コスメ,7,4668,0,0,0,Tuesday,10,32676,6.7,6.9
2025-10-22,SKU025,コスメ,6,4668,0,0,0,Wednesday,10,28008,6.6,6.6
2025-10-23,SKU025,コスメ,7,4668,0,193,1,Thursday,10,32676,6.7,6.7
2025-10-24,SKU025,コスメ,5,4668,0,0,0,Friday,10,23340,6.4,6.7
2025-10-25,SKU025,コスメ,7,4668,10,0,0,Saturday,10,29408,6.3,6.6
2025-10-26,SKU025,コスメ,7,4668,0,993,0,Sunday,10,32676,6.3,6.7
2025-10-27,SKU025,コスメ,7,4668,10,0,0,Monday,10,29408,6.1,6.7
2025-10-28,SKU025,コスメ,5,4668,0,1228,0,Tuesday,10,23340,6.6,6.7
2025-10-29,SKU025,コスメ,5,4668,0,0,0,Wednesday,10,23340,6.3,6.6
2025-10-30,SKU025,コスメ,7,4668,0,8251,0,Thursday,10,32676,6.1,6.6
2025-10-31,SKU025,コスメ,8,4668,5,0,0,Friday,10,35476,6.1,6.5
2025-11-01,SKU025,コスメ,6,4668,0,0,0,Saturday,11,28008,6.6,6.6
2025-11-02,SKU025,コスメ,13,4668,0,0,1,Sunday,11,60684,6.4,6.6
2025-11-03,SKU025,コスメ,7,4668,0,0,0,Monday,11,32676,7.3,6.9
2025-11-04,SKU025,コスメ,8,4668,15,0,0,Tuesday,11,31742,7.3,6.9
2025-11-05,SKU025,コスメ,10,4668,0,0,1,Wednesday,11,46680,7.7,6.9
2025-11-06,SKU025,コスメ,6,4668,20,0,0,Thursday,11,22406,8.4,6.9
2025-11-07,SKU025,コスメ,5,4668,0,1538,0,Friday,11,23340,8.3,6.9
2025-11-08,SKU025,コスメ,11,4668,0,0,1,Saturday,11,51348,7.9,6.9
2025-11-09,SKU025,コスメ,8,4668,0,96,0,Sunday,11,37344,8.6,7.0
2025-11-10,SKU025,コスメ,5,4668,10,0,0,Monday,11,21006,7.9,7.1
2025-11-11,SKU025,コスメ,4,4668,0,466,0,Tuesday,11,18672,7.6,7.0
2025-11-12,SKU025,コスメ,5,4668,0,1543,0,Wednesday,11,23340,7.0,6.9
2025-11-13,SKU025,コスメ,7,4668,10,250,0,Thursday,11,29408,6.3,6.9
2025-11-14,SKU025,コスメ,5,4668,0,0,0,Friday,11,23340,6.4,6.8
2025-11-15,SKU025,コスメ,9,4668,30,0,0,Saturday,11,29408,6.4,6.8
2025-11-16,SKU025,コスメ,7,4668,0,2405,0,Sunday,11,32676,6.1,6.8
2025-11-17,SKU025,コスメ,4,4668,15,0,0,Monday,11,15871,6.0,6.9
2025-11-18,SKU025,コスメ,11,4668,0,1223,1,Tuesday,11,51348,5.9,6.8
2025-11-19,SKU025,コスメ,8,4668,15,0,0,Wednesday,11,31742,6.9,6.9
2025-11-20,SKU025,コスメ,8,4668,0,0,0,Thursday,11,37344,7.3,7.0
2025-11-21,SKU025,コスメ,5,4668,0,4475,0,Friday,11,23340,7.4,7.0
2025-11-22,SKU025,コスメ,13,4668,0,0,1,Saturday,11,60684,7.4,7.0
2025-11-23,SKU025,コスメ,8,4668,10,0,0,Sunday,11,33609,8.0,7.2
2025-11-24,SKU025,コスメ,6,4668,20,1467,0,Monday,11,22406,8.1,7.3
2025-11-25,SKU025,コスメ,6,4668,0,175,0,Tuesday,11,28008,8.4,7.3
2025-11-26,SKU025,コスメ,6,4668,0,0,0,Wednesday,11,28008,7.7,7.2
2025-11-27,SKU025,コスメ,3,4668,0,0,0,Thursday,11,14004,7.4,7.2
2025-11-28,SKU025,コスメ,5,4668,10,5573,0,Friday,11,21006,6.7,7.1
2025-11-29,SKU025,コスメ,6,4668,0,375,0,Saturday,11,28008,6.7,7.1
2025-11-30,SKU025,コスメ,6,4668,5,92,0,Sunday,11,26607,5.7,7.1
2025-12-01,SKU025,コスメ,9,4668,5,0,0,Monday,12,39911,5.4,7.0
2025-12-02,SKU025,コスメ,7,4668,0,0,0,Tuesday,12,32676,5.9,7.1
2025-12-03,SKU025,コスメ,9,4668,0,0,0,Wednesday,12,42012,6.0,6.9
2025-12-04,SKU025,コスメ,6,4668,0,2888,0,Thursday,12,28008,6.4,7.0
2025-12-05,SKU025,コスメ,5,4668,5,0,0,Friday,12,22173,6.9,6.9
2025-12-06,SKU025,コスメ,8,4668,0,398,0,Saturday,12,37344,6.9,6.8
2025-12-07,SKU025,コスメ,9,4668,0,1742,0,Sunday,12,42012,7.1,6.8
2025-12-08,SKU025,コスメ,8,4668,5,0,0,Monday,12,35476,7.6,7.0
2025-12-09,SKU025,コスメ,7,4668,0,0,0,Tuesday,12,32676,7.4,6.9
2025-12-10,SKU025,コスメ,8,4668,0,383,0,Wednesday,12,37344,7.4,6.8
2025-12-11,SKU025,コスメ,7,4668,0,1453,0,Thursday,12,32676,7.3,6.9
2025-12-12,SKU025,コスメ,7,4668,0,937,0,Friday,12,32676,7.4,7.0
2025-12-13,SKU025,コスメ,8,4668,10,0,0,Saturday,12,33609,7.7,7.1
2025-12-14,SKU025,コスメ,14,4668,0,0,1,Sunday,12,65352,7.7,7.1
2025-12-15,SKU025,コスメ,4,4668,0,0,0,Monday,12,18672,8.4,7.4
2025-12-16,SKU025,コスメ,6,4668,0,0,0,Tuesday,12,28008,7.9,7.3
2025-12-17,SKU025,コスメ,6,4668,0,10868,0,Wednesday,12,28008,7.7,7.2
2025-12-18,SKU025,コスメ,9,4668,0,14710,0,Thursday,12,42012,7.4,7.3
2025-12-19,SKU025,コスメ,6,4668,0,0,0,Friday,12,28008,7.7,7.2
2025-12-20,SKU025,コスメ,9,4668,5,0,0,Saturday,12,39911,7.6,7.2
2025-12-21,SKU025,コスメ,13,4668,0,537,1,Sunday,12,60684,7.7,7.2
2025-12-22,SKU025,コスメ,6,4668,30,181,0,Monday,12,19605,7.6,7.5
2025-12-23,SKU025,コスメ,7,4668,0,0,0,Tuesday,12,32676,7.9,7.2
2025-12-24,SKU025,コスメ,7,4668,0,0,0,Wednesday,12,32676,8.0,7.2
2025-12-25,SKU025,コスメ,8,4668,5,0,0,Thursday,12,35476,8.1,7.2
2025-12-26,SKU025,コスメ,5,4668,0,0,0,Friday,12,23340,8.0,7.3
2025-12-27,SKU025,コスメ,11,4668,0,0,0,Saturday,12,51348,7.9,7.3
2025-12-28,SKU025,コスメ,11,4668,0,0,0,Sunday,12,51348,8.1,7.5
2025-12-29,SKU025,コスメ,12,4668,0,0,1,Monday,12,56016,7.9,7.7
2025-12-30,SKU025,コスメ,9,4668,10,791,0,Tuesday,12,37810,8.7,7.9
2025-12-31,SKU025,コスメ,7,4668,0,360,0,Wednesday,12,32676,9.0,8.0
2026-01-01,SKU025,コスメ,13,4668,0,0,1,Thursday,1,60684,9.0,8.0
2026-01-02,SKU025,コスメ,13,4668,0,432,1,Friday,1,60684,9.7,8.2
2026-01-03,SKU025,コスメ,10,4668,5,0,0,Saturday,1,44346,10.9,8.3
2026-01-04,SKU025,コスメ,10,4668,0,0,0,Sunday,1,46680,10.7,8.4
2026-01-05,SKU025,コスメ,11,4668,0,460,1,Monday,1,51348,10.6,8.6
2026-01-06,SKU025,コスメ,9,4668,0,0,0,Tuesday,1,42012,10.4,8.7
2026-01-07,SKU025,コスメ,9,4668,0,0,0,Wednesday,1,42012,10.4,8.7
2026-01-08,SKU025,コスメ,9,4668,0,0,0,Thursday,1,42012,10.7,8.7
2026-01-09,SKU025,コスメ,10,4668,0,0,0,Friday,1,46680,10.1,8.8
2026-01-10,SKU025,コスメ,14,4668,30,0,0,Saturday,1,45746,9.7,8.9
2026-01-11,SKU025,コスメ,11,4668,5,0,0,Sunday,1,48780,10.3,9.1
2026-01-12,SKU025,コスメ,9,4668,0,861,0,Monday,1,42012,10.4,9.2
2026-01-13,SKU025,コスメ,6,4668,0,0,0,Tuesday,1,28008,10.1,9.3
2026-01-14,SKU025,コスメ,6,4668,0,596,0,Wednesday,1,28008,9.7,9.0
2026-01-15,SKU025,コスメ,12,4668,0,0,1,Thursday,1,56016,9.3,9.1
2026-01-16,SKU025,コスメ,11,4668,5,0,0,Friday,1,48780,9.7,9.3
2026-01-17,SKU025,コスメ,10,4668,5,0,0,Saturday,1,44346,9.9,9.4
2026-01-18,SKU025,コスメ,12,4668,0,0,0,Sunday,1,56016,9.3,9.5
2026-01-19,SKU025,コスメ,9,4668,10,0,0,Monday,1,37810,9.4,9.7
2026-01-20,SKU025,コスメ,8,4668,0,412,0,Tuesday,1,37344,9.4,9.7
2026-01-21,SKU025,コスメ,8,4668,0,0,0,Wednesday,1,37344,9.7,9.5
2026-01-22,SKU025,コスメ,9,4668,0,0,0,Thursday,1,42012,10.0,9.6
2026-01-23,SKU025,コスメ,12,4668,0,3085,1,Friday,1,56016,9.6,9.6
2026-01-24,SKU025,コスメ,17,4668,0,0,1,Saturday,1,79356,9.7,9.8
2026-01-25,SKU025,コスメ,10,4668,0,0,0,Sunday,1,46680,10.7,10.1
2026-01-26,SKU025,コスメ,8,4668,0,0,0,Monday,1,37344,10.4,10.3
2026-01-27,SKU025,コスメ,10,4668,0,0,0,Tuesday,1,46680,10.3,10.2
2026-01-28,SKU025,コスメ,10,4668,10,0,0,Wednesday,1,42012,10.6,10.1
2026-01-29,SKU025,コスメ,10,4668,20,954,0,Thursday,1,37344,10.9,10.1
2026-01-30,SKU025,コスメ,9,4668,0,0,0,Friday,1,42012,11.0,10.1
2026-01-31,SKU025,コスメ,9,4668,0,1492,0,Saturday,1,42012,10.6,10.2
2026-02-01,SKU025,コスメ,14,4668,0,1968,0,Sunday,2,65352,9.4,10.0
2026-02-02,SKU025,コスメ,11,4668,0,3405,0,Monday,2,51348,10.0,10.1
2026-02-03,SKU025,コスメ,10,4668,0,4743,0,Tuesday,2,46680,10.4,10.1
2026-02-04,SKU025,コスメ,9,4668,0,0,0,Wednesday,2,42012,10.4,10.1
2026-02-05,SKU025,コスメ,7,4668,0,0,0,Thursday,2,32676,10.3,10.0
2026-02-06,SKU025,コスメ,11,4668,10,2815,0,Friday,2,46213,9.9,10.0
2026-02-07,SKU025,コスメ,11,4668,0,0,0,Saturday,2,51348,10.1,10.0
2026-02-08,SKU025,コスメ,13,4668,0,1313,0,Sunday,2,60684,10.4,10.1
2026-02-09,SKU025,コスメ,9,4668,5,129,0,Monday,2,39911,10.3,10.2
2026-02-10,SKU025,コスメ,8,4668,5,0,0,Tuesday,2,35476,10.0,10.0
2026-02-11,SKU025,コスメ,9,4668,0,1941,0,Wednesday,2,42012,9.7,9.9
2026-02-12,SKU025,コスメ,13,4668,30,1439,0,Thursday,2,42478,9.7,9.9
2026-02-13,SKU025,コスメ,15,4668,15,0,1,Friday,2,59517,10.6,10.2
2026-02-14,SKU025,コスメ,14,4668,5,2978,0,Saturday,2,62084,11.1,10.5
2026-02-15,SKU025,コスメ,18,4668,0,55,1,Sunday,2,84024,11.6,10.5
2026-02-16,SKU025,コスメ,8,4668,0,0,0,Monday,2,37344,12.3,10.8
2026-02-17,SKU025,コスメ,13,4668,0,824,1,Tuesday,2,60684,12.1,10.7
2026-02-18,SKU025,コスメ,11,4668,10,0,0,Wednesday,2,46213,12.9,10.7
2026-02-19,SKU025,コスメ,10,4668,15,584,0,Thursday,2,39678,13.1,10.8
2026-02-20,SKU025,コスメ,11,4668,0,0,0,Friday,2,51348,12.7,10.9
2026-02-21,SKU025,コスメ,13,4668,0,515,0,Saturday,2,60684,12.1,11.0
2026-02-22,SKU025,コスメ,15,4668,0,1133,0,Sunday,2,70020,12.0,11.1
2026-02-23,SKU025,コスメ,10,4668,15,0,0,Monday,2,39678,11.6,11.2
2026-02-24,SKU025,コスメ,7,4668,0,1046,0,Tuesday,2,32676,11.9,11.0
2026-02-25,SKU025,コスメ,9,4668,0,817,0,Wednesday,2,42012,11.0,10.9
2026-02-26,SKU025,コスメ,9,4668,0,0,0,Thursday,2,42012,10.7,10.9
2026-02-27,SKU025,コスメ,10,4668,0,0,0,Friday,2,46680,10.6,10.9
2026-02-28,SKU025,コスメ,15,4668,15,0,0,Saturday,2,59517,10.4,10.9
2026-03-01,SKU025,コスメ,21,4668,0,0,1,Sunday,3,98028,10.7,11.0
2026-03-02,SKU025,コスメ,17,4668,0,0,1,Monday,3,79356,11.6,11.4
2026-03-03,SKU025,コスメ,16,4668,0,0,1,Tuesday,3,74688,12.6,11.7
2026-03-04,SKU025,コスメ,12,4668,0,133,0,Wednesday,3,56016,13.9,11.8
2026-03-05,SKU025,コスメ,12,4668,0,2047,0,Thursday,3,56016,14.3,11.8
2026-03-06,SKU025,コスメ,14,4668,30,0,0,Friday,3,45746,14.7,11.9
2026-03-07,SKU025,コスメ,12,4668,0,6495,0,Saturday,3,56016,15.3,12.0
2026-03-08,SKU025,コスメ,16,4668,0,0,0,Sunday,3,74688,14.9,12.2
2026-03-09,SKU025,コスメ,11,4668,0,0,0,Monday,3,51348,14.1,12.4
2026-03-10,SKU025,コスメ,11,4668,0,135,0,Tuesday,3,51348,13.3,12.4
2026-03-11,SKU025,コスメ,17,4668,10,0,1,Wednesday,3,71420,12.6,12.3
2026-03-12,SKU025,コスメ,11,4668,0,0,0,Thursday,3,51348,13.3,12.6
2026-03-13,SKU025,コスメ,14,4668,30,121,0,Friday,3,45746,13.1,12.7
2026-03-14,SKU025,コスメ,16,4668,15,2713,0,Saturday,3,63484,13.1,12.8
2026-03-15,SKU025,コスメ,14,4668,0,2845,0,Sunday,3,65352,13.7,12.9
2026-03-16,SKU025,コスメ,10,4668,0,0,0,Monday,3,46680,13.4,12.9
2026-03-17,SKU025,コスメ,10,4668,0,0,0,Tuesday,3,46680,13.3,12.8
2026-03-18,SKU025,コスメ,9,4668,0,0,0,Wednesday,3,42012,13.1,12.5
2026-03-19,SKU025,コスメ,11,4668,0,0,0,Thursday,3,51348,12.0,12.5
2026-03-20,SKU025,コスメ,9,4668,0,3465,0,Friday,3,42012,12.0,12.5
2026-03-21,SKU025,コスメ,15,4668,0,341,0,Saturday,3,70020,11.3,12.4
2026-03-22,SKU025,コスメ,17,4668,15,0,0,Sunday,3,67452,11.1,12.6
2026-03-23,SKU025,コスメ,17,4668,0,3390,1,Monday,3,79356,11.6,12.8
2026-03-24,SKU025,コスメ,17,4668,0,0,1,Tuesday,3,79356,12.6,12.9
2026-03-25,SKU025,コスメ,10,4668,5,0,0,Wednesday,3,44346,13.6,13.0
2026-03-26,SKU025,コスメ,11,4668,5,0,0,Thursday,3,48780,13.7,13.0
2026-03-27,SKU025,コスメ,12,4668,0,1764,0,Friday,3,56016,13.7,13.1
2026-03-28,SKU025,コスメ,14,4668,0,2048,0,Saturday,3,65352,14.1,13.2
2026-03-29,SKU025,コスメ,13,4668,5,4583,0,Sunday,3,57649,14.0,13.4
2026-03-30,SKU025,コスメ,11,4668,0,1237,0,Monday,3,51348,13.4,13.5
2026-03-31,SKU025,コスメ,13,4668,0,0,0,Tuesday,3,60684,12.6,13.3
2025-04-01,SKU026,アパレル,9,2389,0,0,0,Tuesday,4,21501,0.0,0.0
2025-04-02,SKU026,アパレル,16,2389,0,0,1,Wednesday,4,38224,9.0,9.0
2025-04-03,SKU026,アパレル,13,2389,0,0,0,Thursday,4,31057,12.5,12.5
2025-04-04,SKU026,アパレル,10,2389,0,0,0,Friday,4,23890,12.7,12.7
2025-04-05,SKU026,アパレル,12,2389,0,0,0,Saturday,4,28668,12.0,12.0
2025-04-06,SKU026,アパレル,14,2389,20,4194,0,Sunday,4,26756,12.0,12.0
2025-04-07,SKU026,アパレル,17,2389,0,300,1,Monday,4,40613,12.3,12.3
2025-04-08,SKU026,アパレル,10,2389,10,1651,0,Tuesday,4,21501,13.0,13.0
2025-04-09,SKU026,アパレル,8,2389,0,0,0,Wednesday,4,19112,13.1,12.6
2025-04-10,SKU026,アパレル,9,2389,0,0,0,Thursday,4,21501,12.0,12.1
2025-04-11,SKU026,アパレル,12,2389,0,0,0,Friday,4,28668,11.4,11.8
2025-04-12,SKU026,アパレル,13,2389,0,585,0,Saturday,4,31057,11.7,11.8
2025-04-13,SKU026,アパレル,13,2389,0,0,0,Sunday,4,31057,11.9,11.9
2025-04-14,SKU026,アパレル,13,2389,0,279,0,Monday,4,31057,11.7,12.0
2025-04-15,SKU026,アパレル,14,2389,20,0,0,Tuesday,4,26756,11.1,12.1
2025-04-16,SKU026,アパレル,9,2389,0,0,0,Wednesday,4,21501,11.7,12.2
2025-04-17,SKU026,アパレル,12,2389,5,0,0,Thursday,4,27234,11.9,12.0
2025-04-18,SKU026,アパレル,10,2389,0,0,0,Friday,4,23890,12.3,12.0
2025-04-19,SKU026,アパレル,12,2389,0,0,0,Saturday,4,28668,12.0,11.9
2025-04-20,SKU026,アパレル,14,2389,0,0,0,Sunday,4,33446,11.9,11.9
